dimension,group,reason_code,count,group_candidates,candidate_share
side,LONG,TIMEFRAME_CONFLICT,1,18,0.05555555555555555
side,LONG,BEARISH_1H_TREND,1,18,0.05555555555555555
side,LONG,BEARISH_1D_TREND,1,18,0.05555555555555555
side,LONG,BEARISH_DIRECTIONAL_INDICATORS,1,18,0.05555555555555555
side,LONG,CONFIRMATION_1H_EMA10_BELOW_EMA55,1,18,0.05555555555555555
side,LONG,CONFIRMATION_1H_ADX_BELOW_20,1,18,0.05555555555555555
side,LONG,CONFIRMATION_1H_SQZMOM_NEGATIVE,1,18,0.05555555555555555
side,LONG,SETUP_4H_MINUS_DI_ABOVE_PLUS_DI,1,18,0.05555555555555555
side,LONG,SETUP_4H_SQZMOM_NEGATIVE,1,18,0.05555555555555555
side,LONG,CONFIRMATION_1H_BEARISH_EMA_ALIGNMENT,1,18,0.05555555555555555
side,LONG,CONFIRMATION_1H_MINUS_DI_EXCEEDS_PLUS_DI,1,18,0.05555555555555555
side,LONG,NEGATIVE_SQZMOM_ON_1H_AND_4H,1,18,0.05555555555555555
side,LONG,SETUP_4H_WEAK_DIRECTIONAL_CONFIRMATION,1,18,0.05555555555555555
side,LONG,HIGHER_TIMEFRAME_BEARISH_TREND,1,18,0.05555555555555555
side,LONG,4H_BEARISH_DIRECTIONAL_STRENGTH,1,18,0.05555555555555555
side,LONG,DAILY_BEARISH_DIRECTIONAL_STRENGTH,1,18,0.05555555555555555
side,LONG,CONFIRMATION_1H_BEARISH_ALIGNMENT,1,18,0.05555555555555555
side,LONG,NEGATIVE_SQZMOM_4H,1,18,0.05555555555555555
side,LONG,LONG_CONFLICTS_WITH_LOWER_TIMEFRAME_DIRECTION,1,18,0.05555555555555555
side,LONG,HIGHER_TIMEFRAME_BEARISH,1,18,0.05555555555555555
side,LONG,SETUP_4H_MINUS_DI_DOMINANT,1,18,0.05555555555555555
side,LONG,SETUP_4H_NEGATIVE_SQZMOM,1,18,0.05555555555555555
side,LONG,TREND_1D_MINUS_DI_DOMINANT,1,18,0.05555555555555555
side,LONG,CONFIRMATION_1H_NEGATIVE_SQZMOM,1,18,0.05555555555555555
side,LONG,WEAK_ADX_1H,1,18,0.05555555555555555
side,LONG,WEAK_ADX_4H,1,18,0.05555555555555555
side,LONG,WEAK_ADX_1D,1,18,0.05555555555555555
side,LONG,MIXED_MOMENTUM,1,18,0.05555555555555555
side,LONG,WEAK_1H_TREND,1,18,0.05555555555555555
side,LONG,BEARISH_1H_EMA_ALIGNMENT,1,18,0.05555555555555555
side,LONG,WEAK_4H_TREND,1,18,0.05555555555555555
side,LONG,NEGATIVE_4H_SQZMOM,1,18,0.05555555555555555
side,LONG,LOWER_TIMEFRAME_BEARISH_DIRECTION,1,18,0.05555555555555555
side,LONG,PRICE_BELOW_EMAS,1,18,0.05555555555555555
side,LONG,DI_MINUS_EXCEEDS_DI_PLUS,1,18,0.05555555555555555
side,LONG,CONFLICTING_1H_MOMENTUM,1,18,0.05555555555555555
side,LONG,WEAK_1H_ADX,1,18,0.05555555555555555
side,LONG,BEARISH_1H_CONFIRMATION_CANDLE,1,18,0.05555555555555555
side,LONG,1H_BEARISH_TREND,1,18,0.05555555555555555
side,LONG,4H_BEARISH_TREND,1,18,0.05555555555555555
side,LONG,DAILY_DI_BEARISH,1,18,0.05555555555555555
side,LONG,4H_EMA_TREND_BEARISH,1,18,0.05555555555555555
side,SHORT,MULTI_TIMEFRAME_CONFLICT,10,63,0.15873015873015872
side,SHORT,WEAK_4H_TREND,4,63,0.06349206349206349
side,SHORT,DAILY_BEARISH_TREND,4,63,0.06349206349206349
side,SHORT,LOW_1H_ADX,4,63,0.06349206349206349
side,SHORT,WEAK_TREND_STRENGTH,3,63,0.047619047619047616
side,SHORT,CONFIRMATION_1H_BULLISH_DI,3,63,0.047619047619047616
side,SHORT,SETUP_4H_BULLISH_DI,3,63,0.047619047619047616
side,SHORT,SHORT_COUNTERTREND,3,63,0.047619047619047616
side,SHORT,TIMEFRAME_CONFLICT,3,63,0.047619047619047616
side,SHORT,WEAK_1H_TREND,3,63,0.047619047619047616
side,SHORT,LOW_4H_ADX,3,63,0.047619047619047616
side,SHORT,MULTI_TIMEFRAME_SIGNAL_CONFLICT,3,63,0.047619047619047616
side,SHORT,CONFIRMATION_1H_POSITIVE_SQZMOM,2,63,0.031746031746031744
side,SHORT,POSITIVE_MOMENTUM,2,63,0.031746031746031744
side,SHORT,CONFIRMATION_1H_BULLISH,2,63,0.031746031746031744
side,SHORT,WEAK_1H_TREND_STRENGTH,2,63,0.031746031746031744
side,SHORT,4H_BEARISH_TREND,2,63,0.031746031746031744
side,SHORT,WEAK_1H_ADX,2,63,0.031746031746031744
side,SHORT,1H_BULLISH_DIRECTIONAL_ALIGNMENT,2,63,0.031746031746031744
side,SHORT,4H_BULLISH_DIRECTIONAL_ALIGNMENT,2,63,0.031746031746031744
side,SHORT,POSITIVE_MOMENTUM_1H_4H,2,63,0.031746031746031744
side,SHORT,MULTI_TIMEFRAME_BULLISH_DIRECTIONAL_SIGNALS,2,63,0.031746031746031744
side,SHORT,HIGHER_TIMEFRAME_CONFLICT,2,63,0.031746031746031744
side,SHORT,1H_SQZMOM_POSITIVE,2,63,0.031746031746031744
side,SHORT,HIGHER_TIMEFRAME_BULLISH,2,63,0.031746031746031744
side,SHORT,4H_BULLISH_DIRECTIONAL_STRENGTH,2,63,0.031746031746031744
side,SHORT,COUNTERTREND_SHORT,2,63,0.031746031746031744
side,SHORT,DAILY_TREND_WEAK,2,63,0.031746031746031744
side,SHORT,BULLISH_1H_DIRECTIONAL_STRENGTH,2,63,0.031746031746031744
side,SHORT,BULLISH_4H_DIRECTIONAL_STRENGTH,2,63,0.031746031746031744
side,SHORT,LOW_TIMEFRAME_BULLISH_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,CONFLICTING_MULTITIMEFRAME_SIGNALS,1,63,0.015873015873015872
side,SHORT,BULLISH_1H_DIRECTIONAL_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,BULLISH_4H_DIRECTIONAL_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,SHORT_COUNTERTREND_CONFLICT,1,63,0.015873015873015872
side,SHORT,SETUP_4H_POSITIVE_SQZMOM,1,63,0.015873015873015872
side,SHORT,DAILY_PLUS_DI_DOMINANT,1,63,0.015873015873015872
side,SHORT,HIGHER_TIMEFRAME_BULLISH_CONFIRMATION,1,63,0.015873015873015872
side,SHORT,SETUP_4H_CLOSE_ABOVE_EMA55,1,63,0.015873015873015872
side,SHORT,CONFIRMATION_1H_MIXED_MOMENTUM,1,63,0.015873015873015872
side,SHORT,1H_BULLISH_TREND,1,63,0.015873015873015872
side,SHORT,4H_BULLISH_TREND,1,63,0.015873015873015872
side,SHORT,SHORT_COUNTERTREND_ON_CONFIRMATION_TIMEFRAME,1,63,0.015873015873015872
side,SHORT,HIGHER_TIMEFRAME_BULLISH_DIRECTION,1,63,0.015873015873015872
side,SHORT,CONFLICTING_TIMEFRAME_SIGNALS,1,63,0.015873015873015872
side,SHORT,1H_DIRECTIONAL_CONFLICT,1,63,0.015873015873015872
side,SHORT,1H_POSITIVE_MOMENTUM,1,63,0.015873015873015872
side,SHORT,1H_MINUS_DI_DOMINANT,1,63,0.015873015873015872
side,SHORT,MULTI_TIMEFRAME_ADX_SUPPORT,1,63,0.015873015873015872
side,SHORT,1H_BEARISH_DI_AND_EMA_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,4H_BEARISH_EMA_ALIGNMENT_AND_NEGATIVE_MOMENTUM,1,63,0.015873015873015872
side,SHORT,1D_BEARISH_DI_AND_EMA_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,MULTI_TIMEFRAME_PRICE_BELOW_EMAS,1,63,0.015873015873015872
side,SHORT,AMBIGUOUS_MULTI_TIMEFRAME_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,POSITIVE_4H_SQZMOMENTUM,1,63,0.015873015873015872
side,SHORT,1H_EMA_BULLISH,1,63,0.015873015873015872
side,SHORT,4H_DIRECTIONAL_BULLISH,1,63,0.015873015873015872
side,SHORT,4H_ADX_WEAK,1,63,0.015873015873015872
side,SHORT,CONFIRMATION_1H_MOMENTUM_CONFLICTS_WITH_SHORT,1,63,0.015873015873015872
side,SHORT,MULTI_TIMEFRAME_TREND_ALIGNMENT_AMBIGUOUS,1,63,0.015873015873015872
side,SHORT,4H_BULLISH_DIRECTIONAL_SIGNAL,1,63,0.015873015873015872
side,SHORT,1H_WEAK_TREND,1,63,0.015873015873015872
side,SHORT,4H_BULLISH_MOMENTUM,1,63,0.015873015873015872
