group,reason_code,count,candidates,candidate_share
V1_ALL,HTF_BULLISH_TREND,1,81,0.012345679012345678
V1_ALL,CONFIRMATION_BULLISH_MOMENTUM,1,81,0.012345679012345678
V1_ALL,SETUP_4H_DIRECTION_AMBIGUOUS,1,81,0.012345679012345678
V1_ALL,WEAK_ADX_1H,1,81,0.012345679012345678
V1_ALL,WEAK_ADX_4H,1,81,0.012345679012345678
V1_ALL,WEAK_ADX_1D,1,81,0.012345679012345678
V1_ALL,BEARISH_1H_EMA_ALIGNMENT,1,81,0.012345679012345678
V1_ALL,NEGATIVE_4H_SQZMOM,1,81,0.012345679012345678
V1_ALL,LOWER_TIMEFRAME_BEARISH_DIRECTION,1,81,0.012345679012345678
V1_ALL,DI_MINUS_EXCEEDS_DI_PLUS,1,81,0.012345679012345678
V1_ALL,CONFLICTING_1H_MOMENTUM,1,81,0.012345679012345678
V1_ALL,BEARISH_1H_CONFIRMATION_CANDLE,1,81,0.012345679012345678
V1_ALL,1H_BEARISH_TREND,1,81,0.012345679012345678
V1_ALL,DAILY_DI_BEARISH,1,81,0.012345679012345678
V1_ALL,4H_EMA_TREND_BEARISH,1,81,0.012345679012345678
V1_ALL,MULTI_TIMEFRAME_BEARISH_TREND,1,81,0.012345679012345678
V1_ALL,STRONG_ADX,1,81,0.012345679012345678
V1_ALL,MINUS_DI_DOMINANT,1,81,0.012345679012345678
V1_ALL,DAILY_BEARISH_TREND_CONFIRMED,1,81,0.012345679012345678
V1_ALL,4H_BEARISH_TREND_CONFIRMED,1,81,0.012345679012345678
V1_ALL,1H_BEARISH_CONFIRMATION,1,81,0.012345679012345678
V1_ALL,MULTI_TIMEFRAME_DI_MINUS_DI_PLUS,1,81,0.012345679012345678
V1_ALL,PRICE_BELOW_EMA_10_AND_EMA_55,1,81,0.012345679012345678
V1_ALL,CONFIRMATION_1H_BULLISH_DIRECTIONAL_STRENGTH,1,81,0.012345679012345678
V1_ALL,SETUP_4H_PLUS_DI_EXCEEDS_MINUS_DI,1,81,0.012345679012345678
V1_ALL,MULTI_TIMEFRAME_DIRECTIONAL_CONFLICT,1,81,0.012345679012345678
V1_ALL,LOWER_TIMEFRAME_BULLISH_DIRECTIONAL_SIGNALS,1,81,0.012345679012345678
V1_ALL,AMBIGUOUS_ALIGNMENT,1,81,0.012345679012345678
V1_ALL,CONFIRMATION_1H_BULLISH_DIRECTIONAL_BIAS,1,81,0.012345679012345678
V1_ALL,SETUP_4H_DIRECTIONAL_SIGNALS_MIXED,1,81,0.012345679012345678
V1_ALL,CONFIRMATION_1H_CLOSE_ABOVE_EMAS,1,81,0.012345679012345678
V1_ALL,SETUP_4H_CLOSE_ABOVE_EMAS,1,81,0.012345679012345678
V1_ALL,FOUR_HOUR_BEARISH_ALIGNMENT,1,81,0.012345679012345678
V1_ALL,ONE_HOUR_BEARISH_EMA_ALIGNMENT,1,81,0.012345679012345678
V1_ALL,DIRECTIONAL_INDICATORS_FAVOR_SHORT,1,81,0.012345679012345678
V1_ALL,1H_PRICE_BELOW_EMAS,1,81,0.012345679012345678
V1_ALL,DIRECTIONAL_DI_MINUS_ABOVE_PLUS_DI,1,81,0.012345679012345678
V1_ALL,ADX_TREND_STRENGTH,1,81,0.012345679012345678
V1_ALL,CONFLICTING_TREND_SIGNALS,1,81,0.012345679012345678
V1_ALL,BULLISH_4H_MOMENTUM,1,81,0.012345679012345678
V1_ALL,CONFIRMATION_1H_BULLISH_CONTRADICTION,1,81,0.012345679012345678
V1_ALL,SETUP_4H_WEAK_TREND,1,81,0.012345679012345678
V1_ALL,LOWER_TIMEFRAME_DIRECTIONAL_CONFLICT,1,81,0.012345679012345678
V1_ALL,MIXED_MULTITIMEFRAME_SIGNALS,1,81,0.012345679012345678
V1_ALL,1H_BULLISH_DIRECTIONAL_STRENGTH,1,81,0.012345679012345678
V1_ALL,PRICE_ABOVE_SHORT_AND_LONG_EMAS_ON_1H_4H,1,81,0.012345679012345678
V1_ALL,POSITIVE_SQZMOM_ON_1H_4H,1,81,0.012345679012345678
V1_ALL,CONFLICTING_TIMEFRAMES,1,81,0.012345679012345678
V1_ALL,CONFIRMATION_1H_MOMENTUM_POSITIVE,1,81,0.012345679012345678
V1_ALL,CONFIRMATION_1H_PRICE_ABOVE_EMA10,1,81,0.012345679012345678
V1_ALL,CONFLICTING_1H_SQZMOM,1,81,0.012345679012345678
V1_ALL,4H_BULLISH_DIRECTIONAL_BIAS,1,81,0.012345679012345678
V1_ALL,1H_DIRECTIONAL_SIGNALS_MIXED,1,81,0.012345679012345678
V1_ALL,DAILY_ADX_WEAK,1,81,0.012345679012345678
V1_ALL,TIMEFRAME_MOMENTUM_MIXED,1,81,0.012345679012345678
V1_ALL,4H_TREND_STRENGTH_WEAK,1,81,0.012345679012345678
V1_ALL,PRICE_ABOVE_SHORT_AND_LONG_EMAS,1,81,0.012345679012345678
V2_ALL,SETUP_CONFIRMED,77,81,0.9506172839506173
V2_ALL,CONFIRMATION_STRONG,72,81,0.8888888888888888
V2_ALL,MOMENTUM_REVERSAL_CLEAR,59,81,0.7283950617283951
V2_ALL,TREND_ALIGNED,52,81,0.6419753086419753
V2_ALL,EMA_CONFLICT,51,81,0.6296296296296297
V2_ALL,DMI_CONFLICT,49,81,0.6049382716049383
V2_ALL,ADX_STRONG,45,81,0.5555555555555556
V2_ALL,DMI_ALIGNED,33,81,0.4074074074074074
V2_ALL,TREND_CONFLICT,30,81,0.37037037037037035
V2_ALL,EMA_ALIGNED,30,81,0.37037037037037035
V2_ALL,ADX_WEAK,29,81,0.35802469135802467
V2_ALL,MOMENTUM_REVERSAL_WEAK,9,81,0.1111111111111111
V2_ALL,CONFIRMATION_WEAK,8,81,0.09876543209876543
V2_ALL,SETUP_WEAK,2,81,0.024691358024691357
V1_REJECT_TO_V2_APPROVE,MULTI_TIMEFRAME_CONFLICT,5,25,0.2
V1_REJECT_TO_V2_APPROVE,WEAK_4H_TREND,4,25,0.16
V1_REJECT_TO_V2_APPROVE,WEAK_1H_ADX,3,25,0.12
V1_REJECT_TO_V2_APPROVE,MIXED_MOMENTUM,2,25,0.08
V1_REJECT_TO_V2_APPROVE,NEGATIVE_SQZMOM_1H,2,25,0.08
V1_REJECT_TO_V2_APPROVE,WEAK_1H_TREND,2,25,0.08
V1_REJECT_TO_V2_APPROVE,NEGATIVE_1H_SQZMOM,2,25,0.08
V1_REJECT_TO_V2_APPROVE,MULTI_TIMEFRAME_SIGNAL_CONFLICT,2,25,0.08
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_EMA10_BELOW_EMA55,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_ADX_BELOW_20,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_SQZMOM_NEGATIVE,1,25,0.04
V1_REJECT_TO_V2_APPROVE,SETUP_4H_MINUS_DI_ABOVE_PLUS_DI,1,25,0.04
V1_REJECT_TO_V2_APPROVE,SETUP_4H_SQZMOM_NEGATIVE,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_BEARISH_EMA_ALIGNMENT,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_MINUS_DI_EXCEEDS_PLUS_DI,1,25,0.04
V1_REJECT_TO_V2_APPROVE,NEGATIVE_SQZMOM_ON_1H_AND_4H,1,25,0.04
V1_REJECT_TO_V2_APPROVE,SETUP_4H_WEAK_DIRECTIONAL_CONFIRMATION,1,25,0.04
V1_REJECT_TO_V2_APPROVE,SETUP_4H_BULLISH_DI,1,25,0.04
V1_REJECT_TO_V2_APPROVE,SETUP_4H_CLOSE_ABOVE_EMA55,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_MIXED_MOMENTUM,1,25,0.04
V1_REJECT_TO_V2_APPROVE,1H_DIRECTIONAL_CONFLICT,1,25,0.04
V1_REJECT_TO_V2_APPROVE,1H_POSITIVE_MOMENTUM,1,25,0.04
V1_REJECT_TO_V2_APPROVE,AMBIGUOUS_MULTI_TIMEFRAME_ALIGNMENT,1,25,0.04
V1_REJECT_TO_V2_APPROVE,POSITIVE_4H_SQZMOMENTUM,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_MOMENTUM_CONFLICTS_WITH_SHORT,1,25,0.04
V1_REJECT_TO_V2_APPROVE,MULTI_TIMEFRAME_TREND_ALIGNMENT_AMBIGUOUS,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_BEARISH_ALIGNMENT,1,25,0.04
V1_REJECT_TO_V2_APPROVE,NEGATIVE_SQZMOM_4H,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_BULLISH_DI,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_POSITIVE_SQZMOM,1,25,0.04
V1_REJECT_TO_V2_APPROVE,AMBIGUOUS_1H_CONFIRMATION,1,25,0.04
V1_REJECT_TO_V2_APPROVE,WEAK_1H_TREND_STRENGTH,1,25,0.04
V1_REJECT_TO_V2_APPROVE,HIGHER_TIMEFRAME_CONFLICT,1,25,0.04
V1_REJECT_TO_V2_APPROVE,1H_DIRECTIONAL_CONFIRMATION_INSUFFICIENT,1,25,0.04
V1_REJECT_TO_V2_APPROVE,SHORT_TERM_DIRECTIONAL_CONFLICT,1,25,0.04
V1_REJECT_TO_V2_APPROVE,1H_DI_NEUTRAL,1,25,0.04
V1_REJECT_TO_V2_APPROVE,1H_SQZMOM_POSITIVE,1,25,0.04
V1_REJECT_TO_V2_APPROVE,LOW_1H_ADX,1,25,0.04
V1_REJECT_TO_V2_APPROVE,LOW_4H_ADX,1,25,0.04
V1_REJECT_TO_V2_APPROVE,1H_PLUS_DI_EXCEEDS_MINUS_DI,1,25,0.04
V1_REJECT_TO_V2_APPROVE,4H_PLUS_DI_EXCEEDS_MINUS_DI,1,25,0.04
V1_REJECT_TO_V2_APPROVE,POSITIVE_1H_SQZMOM,1,25,0.04
V1_REJECT_TO_V2_APPROVE,POSITIVE_4H_SQZMOM,1,25,0.04
V1_REJECT_TO_V2_APPROVE,AMBIGUOUS_CONFIRMATION,1,25,0.04
V1_REJECT_TO_V2_APPROVE,WEAK_1H_TREND_ADX,1,25,0.04
V1_REJECT_TO_V2_APPROVE,DAILY_TREND_WEAK,1,25,0.04
V1_REJECT_TO_V2_APPROVE,SETUP_4H_DIRECTION_AMBIGUOUS,1,25,0.04
V1_REJECT_TO_V2_APPROVE,WEAK_ADX_1H,1,25,0.04
V1_REJECT_TO_V2_APPROVE,WEAK_ADX_4H,1,25,0.04
V1_REJECT_TO_V2_APPROVE,WEAK_ADX_1D,1,25,0.04
V1_REJECT_TO_V2_APPROVE,BEARISH_1H_EMA_ALIGNMENT,1,25,0.04
V1_REJECT_TO_V2_APPROVE,NEGATIVE_4H_SQZMOM,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFLICTING_1H_MOMENTUM,1,25,0.04
V1_REJECT_TO_V2_APPROVE,BEARISH_1H_CONFIRMATION_CANDLE,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_BULLISH_CONTRADICTION,1,25,0.04
V1_REJECT_TO_V2_APPROVE,SETUP_4H_WEAK_TREND,1,25,0.04
V1_REJECT_TO_V2_APPROVE,1H_BULLISH_DIRECTIONAL_STRENGTH,1,25,0.04
V1_REJECT_TO_V2_APPROVE,4H_BULLISH_DIRECTIONAL_STRENGTH,1,25,0.04
V1_REJECT_TO_V2_APPROVE,PRICE_ABOVE_SHORT_AND_LONG_EMAS_ON_1H_4H,1,25,0.04
V1_REJECT_TO_V2_APPROVE,POSITIVE_SQZMOM_ON_1H_4H,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_MOMENTUM_POSITIVE,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFIRMATION_1H_PRICE_ABOVE_EMA10,1,25,0.04
V1_REJECT_TO_V2_APPROVE,CONFLICTING_1H_SQZMOM,1,25,0.04
V1_REJECT_TO_V2_APPROVE,DAILY_ADX_WEAK,1,25,0.04
V1_REJECT_TO_V2_APPROVE,TIMEFRAME_MOMENTUM_MIXED,1,25,0.04
V1_REJECT_TO_V2_APPROVE,4H_TREND_STRENGTH_WEAK,1,25,0.04
V2_RETAINED_APPROVE,TREND_ALIGNED,8,8,1.0
V2_RETAINED_APPROVE,SETUP_CONFIRMED,8,8,1.0
V2_RETAINED_APPROVE,CONFIRMATION_STRONG,8,8,1.0
V2_RETAINED_APPROVE,DMI_ALIGNED,8,8,1.0
V2_RETAINED_APPROVE,EMA_ALIGNED,8,8,1.0
V2_RETAINED_APPROVE,MOMENTUM_REVERSAL_CLEAR,8,8,1.0
V2_RETAINED_APPROVE,ADX_STRONG,7,8,0.875
V2_LONG_APPROVE,TREND_ALIGNED,7,7,1.0
V2_LONG_APPROVE,SETUP_CONFIRMED,7,7,1.0
V2_LONG_APPROVE,CONFIRMATION_STRONG,7,7,1.0
V2_LONG_APPROVE,MOMENTUM_REVERSAL_CLEAR,7,7,1.0
V2_LONG_APPROVE,DMI_ALIGNED,6,7,0.8571428571428571
V2_LONG_APPROVE,EMA_ALIGNED,5,7,0.7142857142857143
V2_LONG_APPROVE,ADX_STRONG,3,7,0.42857142857142855
V2_LONG_APPROVE,EMA_CONFLICT,2,7,0.2857142857142857
V2_LONG_APPROVE,ADX_WEAK,2,7,0.2857142857142857
V2_LONG_APPROVE,DMI_CONFLICT,1,7,0.14285714285714285
V2_SHORT_APPROVE,TREND_ALIGNED,26,26,1.0
V2_SHORT_APPROVE,SETUP_CONFIRMED,26,26,1.0
V2_SHORT_APPROVE,CONFIRMATION_STRONG,26,26,1.0
V2_SHORT_APPROVE,MOMENTUM_REVERSAL_CLEAR,25,26,0.9615384615384616
V2_SHORT_APPROVE,DMI_ALIGNED,23,26,0.8846153846153846
V2_SHORT_APPROVE,EMA_ALIGNED,22,26,0.8461538461538461
V2_SHORT_APPROVE,ADX_STRONG,21,26,0.8076923076923077
V2_SHORT_APPROVE,DMI_CONFLICT,4,26,0.15384615384615385
V2_SHORT_APPROVE,EMA_CONFLICT,4,26,0.15384615384615385
V2_SHORT_APPROVE,ADX_WEAK,3,26,0.11538461538461539
